UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
7217,M07217,M,300.4,310.6,1379,35.5,83,0,0,0,0,0,0
7218,M07218,M,297.4,308.0,1601,44.2,147,0,0,0,0,0,0
7219,L07219,L,303.7,313.5,1570,55.6,133,0,0,0,0,0,0
7220,L07220,L,296.7,306.2,1547,39.4,221,0,0,0,0,0,0
7221,L07221,L,297.1,309.3,1239,35.3,165,0,0,0,0,0,0
7222,L07222,L,298.7,308.2,1763,37.2,61,0,0,0,0,0,0
7223,M07223,M,302.6,311.6,1264,46.6,162,0,0,0,0,0,0
7224,L07224,L,301.9,313.6,1427,26.7,162,0,0,0,0,0,0
7225,M07225,M,300.2,311.1,1692,39.8,95,0,0,0,0,0,0
7226,L07226,L,302.0,313.1,1425,30.6,66,0,0,0,0,0,0
7227,L07227,L,299.8,310.0,1516,28.0,230,0,0,0,0,0,0
7228,L07228,L,300.8,309.5,1524,20.6,39,0,0,0,0,0,0
7229,L07229,L,303.3,313.4,1513,34.9,36,0,0,0,0,0,0
7230,H07230,H,299.5,308.0,1523,50.8,154,0,0,0,0,0,0
7231,L07231,L,298.5,308.7,1543,20.2,78,0,0,0,0,0,0
7232,L07232,L,300.9,311.6,1515,45.4,128,0,0,0,0,0,0
7233,L07233,L,301.5,312.6,1321,33.5,68,0,0,0,0,0,0
7234,L07234,L,300.2,310.1,1190,29.4,93,0,0,0,0,0,0
7235,M07235,M,302.0,312.8,1700,43.4,106,0,0,0,0,0,0
7236,M07236,M,299.6,308.7,1709,53.1,145,0,0,0,0,0,0
7237,L07237,L,300.3,311.2,1567,55.0,20,0,0,0,0,0,0
7238,M07238,M,300.7,311.4,1566,42.8,112,0,0,0,0,0,0
7239,L07239,L,300.6,309.8,1317,39.3,174,0,0,0,0,0,0
7240,H07240,H,303.2,313.8,1168,43.9,184,0,0,0,0,0,0
7241,M07241,M,300.7,311.8,1450,64.8,72,1,0,0,1,0,0
7242,L07242,L,299.4,309.5,1168,37.1,137,0,0,0,0,0,0
7243,M07243,M,301.1,310.2,1537,51.3,100,0,0,0,0,0,0
7244,H07244,H,302.0,312.2,1761,34.1,14,0,0,0,0,0,0
7245,L07245,L,301.5,312.1,1377,31.7,109,0,0,0,0,0,0
7246,H07246,H,301.4,310.6,1388,57.7,175,0,0,0,0,0,0
7247,H07247,H,297.0,306.0,1299,40.0,244,0,0,0,0,0,0
7248,L07248,L,295.0,305.5,1509,42.2,28,0,0,0,0,0,0
7249,M07249,M,302.6,313.4,1493,45.5,111,0,0,0,0,0,0
7250,M07250,M,300.9,313.0,1296,31.1,241,0,0,0,0,0,0
7251,M07251,M,300.0,310.6,1683,35.6,122,0,0,0,0,0,0
7252,M07252,M,301.4,310.2,2040,33.6,229,0,0,0,0,0,0
7253,H07253,H,303.9,315.9,1738,43.3,178,0,0,0,0,0,0
7254,M07254,M,302.8,313.9,1478,43.7,222,0,0,0,0,0,0
7255,M07255,M,301.9,309.9,1475,34.0,195,0,0,0,0,0,0
7256,L07256,L,298.2,307.2,1397,60.3,18,0,0,0,0,0,0
7257,L07257,L,298.5,308.0,1393,39.7,193,0,0,0,0,0,0
7258,H07258,H,295.2,306.1,1692,41.0,37,0,0,0,0,0,0
7259,M07259,M,301.3,308.9,1700,53.4,192,0,0,0,0,0,0
7260,L07260,L,302.2,312.1,1266,31.3,106,0,0,0,0,0,0
7261,H07261,H,302.4,313.2,1573,34.8,178,0,0,0,0,0,0
7262,H07262,H,301.4,308.5,1722,42.9,20,0,0,0,0,0,0
7263,M07263,M,299.7,310.4,1430,25.2,32,0,0,0,0,0,0
7264,L07264,L,298.9,309.7,1458,37.6,27,0,0,0,0,0,0
7265,M07265,M,298.3,307.5,1639,60.5,98,0,0,0,0,0,0
7266,L07266,L,299.7,308.5,1645,58.3,43,0,0,0,0,0,0
7267,L07267,L,298.0,307.2,1586,49.0,2,0,0,0,0,0,0
7268,M07268,M,303.5,310.8,1551,51.8,225,0,0,0,0,0,0
7269,H07269,H,297.4,307.1,1578,44.9,195,0,0,0,0,0,0
7270,L07270,L,299.6,309.8,1444,35.7,144,0,0,0,0,0,0
7271,H07271,H,296.1,304.9,1276,56.4,188,0,0,0,0,0,0
7272,H07272,H,300.6,311.6,1189,30.5,82,0,0,0,0,0,0
7273,L07273,L,300.0,310.1,1619,49.7,179,0,0,0,0,0,0
7274,L07274,L,299.3,309.5,1522,34.9,132,0,0,0,0,0,0
7275,M07275,M,298.1,307.7,1591,35.5,25,0,0,0,0,0,0
7276,M07276,M,300.0,310.7,1334,45.4,171,0,0,0,0,0,0
7277,L07277,L,298.9,310.2,1521,60.3,251,0,0,0,0,0,0
7278,M07278,M,299.7,309.3,1516,54.3,68,0,0,0,0,0,0
7279,M07279,M,303.9,314.7,1756,43.4,4,0,0,0,0,0,0
7280,M07280,M,300.3,311.1,1670,40.6,193,0,0,0,0,0,0
7281,M07281,M,301.1,311.5,1352,47.8,74,0,0,0,0,0,0
7282,L07282,L,299.1,310.7,1601,53.7,103,0,0,0,0,0,0
7283,L07283,L,298.4,307.7,1351,22.4,2,0,0,0,0,0,0
7284,L07284,L,300.0,309.5,1168,38.7,16,0,0,0,0,0,0
7285,H07285,H,305.0,314.2,1845,29.5,184,0,0,0,0,0,0
7286,H07286,H,299.4,310.2,1425,37.8,249,0,0,0,0,0,0
7287,M07287,M,300.7,310.5,1708,27.4,152,0,0,0,0,0,0
7288,L07288,L,298.3,307.6,1368,21.9,213,0,0,0,0,0,0
7289,M07289,M,294.5,306.2,1339,26.8,55,0,0,0,0,0,0
7290,L07290,L,298.4,310.2,1391,34.5,17,0,0,0,0,0,0
7291,L07291,L,304.8,314.4,1551,45.9,88,0,0,0,0,0,0
7292,L07292,L,301.2,309.8,1535,31.9,53,0,0,0,0,0,0
7293,H07293,H,303.3,315.1,1600,31.3,161,0,0,0,0,0,0
7294,L07294,L,299.3,309.8,1401,44.0,242,0,0,0,0,0,0
7295,M07295,M,295.3,305.7,1508,42.9,61,0,0,0,0,0,0
7296,H07296,H,297.8,307.9,1331,57.0,233,1,0,0,0,1,0
7297,M07297,M,300.8,310.0,1794,49.3,139,0,0,0,0,0,0
7298,L07298,L,300.5,310.1,1237,29.7,26,0,0,0,0,0,0
7299,H07299,H,300.0,310.7,1336,33.3,141,0,0,0,0,0,0
7300,M07300,M,298.9,308.5,1415,47.5,121,0,0,0,0,0,0
7301,L07301,L,301.9,312.3,1978,31.1,190,0,0,0,0,0,0
7302,M07302,M,299.0,309.0,1653,36.8,192,0,0,0,0,0,0
7303,H07303,H,300.6,309.6,1329,22.9,167,0,0,0,0,0,0
7304,L07304,L,300.4,312.0,1664,26.9,169,0,0,0,0,0,0
7305,M07305,M,299.3,309.9,1603,52.6,157,0,0,0,0,0,0
7306,L07306,L,298.2,308.6,1555,41.7,60,0,0,0,0,0,0
7307,L07307,L,299.1,309.7,1639,33.7,234,0,0,0,0,0,0
7308,M07308,M,303.7,312.0,1512,35.1,57,0,0,0,0,0,0
7309,L07309,L,302.2,311.7,1534,57.2,151,0,0,0,0,0,0
7310,L07310,L,302.0,310.5,1189,33.4,196,1,0,1,0,0,0
7311,L07311,L,298.4,308.6,1789,44.7,21,0,0,0,0,0,0
7312,L07312,L,297.1,307.5,1410,48.7,114,0,0,0,0,0,0
7313,L07313,L,302.2,312.3,1253,54.4,8,0,0,0,0,0,0
7314,M07314,M,301.8,313.0,1399,31.5,60,0,0,0,0,0,0
7315,L07315,L,300.3,308.8,1407,26.0,161,0,0,0,0,0,0
7316,L07316,L,299.3,308.5,1340,29.0,231,0,0,0,0,0,0
7317,H07317,H,297.1,307.5,1656,47.3,82,0,0,0,0,0,0
7318,H07318,H,301.7,312.0,1695,59.9,216,0,0,0,0,0,0
7319,L07319,L,302.4,311.1,1168,47.7,133,0,0,0,0,0,0
7320,L07320,L,298.6,309.8,1397,33.4,192,0,0,0,0,0,0
7321,L07321,L,298.5,310.0,1411,51.9,205,0,0,0,0,0,0
7322,L07322,L,302.5,312.9,1466,35.3,161,0,0,0,0,0,0
7323,L07323,L,298.7,307.2,1841,31.7,107,0,0,0,0,0,0
7324,H07324,H,303.6,313.7,1337,36.7,153,0,0,0,0,0,0
7325,M07325,M,299.8,310.1,1812,34.2,178,0,0,0,0,0,0
7326,L07326,L,299.2,309.0,1471,33.0,218,0,0,0,0,0,0
7327,H07327,H,300.1,311.4,1814,52.2,144,0,0,0,0,0,0
7328,L07328,L,299.2,309.1,1438,34.8,221,0,0,0,0,0,0
7329,L07329,L,302.3,314.4,1414,24.1,98,0,0,0,0,0,0
7330,L07330,L,301.8,312.6,1495,45.9,192,0,0,0,0,0,0
7331,L07331,L,302.2,312.5,1758,30.5,154,0,0,0,0,0,0
7332,H07332,H,300.4,311.3,1532,30.8,25,0,0,0,0,0,0
7333,L07333,L,299.1,310.6,1542,47.0,127,0,0,0,0,0,0
7334,M07334,M,300.0,310.9,1627,32.7,196,0,0,0,0,0,0
7335,L07335,L,299.1,309.1,1324,35.5,170,0,0,0,0,0,0
7336,H07336,H,302.9,312.3,1567,40.4,148,0,0,0,0,0,0
7337,M07337,M,302.0,310.9,1374,37.1,204,0,0,0,0,0,0
7338,L07338,L,299.8,307.4,1794,35.7,229,0,0,0,0,0,0
7339,L07339,L,298.1,308.3,1584,16.6,36,0,0,0,0,0,0
7340,H07340,H,303.1,312.7,1639,38.3,70,0,0,0,0,0,0
7341,M07341,M,300.3,309.9,1168,56.1,253,0,0,0,0,0,0
7342,L07342,L,299.7,310.8,1641,46.3,61,0,0,0,0,0,0
7343,H07343,H,303.1,313.0,1464,36.2,214,0,0,0,0,0,0
7344,L07344,L,299.0,310.9,1213,44.7,135,0,0,0,0,0,0
7345,L07345,L,299.4,308.8,1519,46.3,97,0,0,0,0,0,0
7346,M07346,M,299.5,308.6,1196,31.6,187,0,0,0,0,0,0
7347,L07347,L,297.4,306.1,1622,52.6,191,0,0,0,0,0,0
7348,L07348,L,300.6,311.4,1787,41.6,69,0,0,0,0,0,0
7349,L07349,L,298.5,309.6,1168,36.9,3,0,0,0,0,0,0
7350,L07350,L,298.9,308.3,1494,55.9,197,0,0,0,0,0,0
7351,L07351,L,298.6,307.5,1467,19.3,174,0,0,0,0,0,0
7352,L07352,L,298.8,310.4,1168,28.2,30,0,0,0,0,0,0
7353,H07353,H,298.3,306.9,1683,46.4,14,0,0,0,0,0,0
7354,M07354,M,300.5,311.5,1625,46.7,170,0,0,0,0,0,0
7355,L07355,L,299.7,309.1,1905,56.5,152,0,0,0,0,0,0
7356,L07356,L,300.1,310.5,1599,17.4,193,0,0,0,0,0,0
7357,M07357,M,304.7,315.8,1324,48.6,224,0,0,0,0,0,0
7358,L07358,L,299.7,310.2,1603,27.5,168,0,0,0,0,0,0
7359,L07359,L,301.2,310.9,1757,44.2,161,0,0,0,0,0,0
7360,M07360,M,301.4,312.8,1407,39.3,135,0,0,0,0,0,0
7361,L07361,L,299.9,310.2,1670,48.5,143,0,0,0,0,0,0
7362,M07362,M,300.5,314.2,1168,37.6,249,0,0,0,0,0,0
7363,H07363,H,300.0,308.3,1795,50.1,17,0,0,0,0,0,0
7364,H07364,H,300.4,308.7,1660,31.7,143,0,0,0,0,0,0
7365,L07365,L,298.8,309.8,1168,39.2,63,0,0,0,0,0,0
7366,L07366,L,299.0,309.0,1577,41.9,184,0,0,0,0,0,0
7367,L07367,L,300.0,310.8,1168,56.8,189,0,0,0,0,0,0
7368,M07368,M,296.1,305.0,1378,48.3,70,0,0,0,0,0,0
7369,H07369,H,303.0,313.0,1636,42.0,197,0,0,0,0,0,0
7370,H07370,H,304.3,314.8,1473,46.4,168,0,0,0,0,0,0
7371,L07371,L,300.3,309.8,1751,50.9,239,0,0,0,0,0,0
7372,H07372,H,301.3,311.6,1513,43.7,211,0,0,0,0,0,0
7373,M07373,M,302.2,310.8,1493,29.7,198,0,0,0,0,0,0
7374,H07374,H,297.4,307.7,1720,46.3,41,0,0,0,0,0,0
7375,M07375,M,301.9,313.3,1432,39.7,253,0,0,0,0,0,0
7376,L07376,L,299.1,307.9,1495,36.5,201,0,0,0,0,0,0
7377,L07377,L,304.6,313.3,1521,32.1,213,0,0,0,0,0,0
7378,H07378,H,299.6,310.8,1486,45.8,195,0,0,0,0,0,0
7379,L07379,L,301.8,310.5,1732,45.1,216,0,0,0,0,0,0
7380,L07380,L,299.6,310.5,1367,30.4,154,0,0,0,0,0,0
7381,L07381,L,304.4,314.4,1334,28.9,3,0,0,0,0,0,0
7382,L07382,L,299.0,308.6,1288,58.9,117,0,0,0,0,0,0
7383,H07383,H,302.3,313.8,1168,48.6,68,0,0,0,0,0,0
7384,L07384,L,301.3,312.2,1797,40.9,79,0,0,0,0,0,0
7385,L07385,L,300.8,311.1,1320,46.1,70,0,0,0,0,0,0
7386,M07386,M,300.5,308.3,1452,35.3,163,0,0,0,0,0,0
7387,M07387,M,298.7,309.4,1812,38.3,202,0,0,0,0,0,0
7388,L07388,L,294.8,303.8,1472,40.2,220,0,0,0,0,0,0
7389,L07389,L,302.1,311.9,1603,49.6,221,0,0,0,0,0,0
7390,L07390,L,299.0,309.0,1216,25.9,5,0,0,0,0,0,0
7391,L07391,L,302.3,314.2,1780,29.8,191,0,0,0,0,0,0
7392,L07392,L,300.7,310.5,1476,27.8,235,0,0,0,0,0,0
7393,L07393,L,302.4,311.0,1296,48.5,196,0,0,0,0,0,0
7394,M07394,M,301.6,313.1,1296,39.0,32,0,0,0,0,0,0
7395,H07395,H,295.1,305.8,1838,30.8,247,0,0,0,0,0,0
7396,H07396,H,301.2,312.0,1383,37.8,132,0,0,0,0,0,0
7397,L07397,L,299.3,310.8,1301,33.7,145,0,0,0,0,0,0
7398,L07398,L,302.3,314.1,1413,25.7,72,0,0,0,0,0,0
7399,H07399,H,301.2,310.3,1509,52.6,219,0,0,0,0,0,0
7400,M07400,M,301.2,309.8,1530,38.5,225,0,0,0,0,0,0
7401,M07401,M,299.5,310.3,1589,52.8,209,0,0,0,0,0,0
7402,L07402,L,298.2,307.9,1547,25.5,52,0,0,0,0,0,0
7403,L07403,L,299.1,309.0,1629,45.0,32,0,0,0,0,0,0
7404,M07404,M,296.4,305.3,1445,25.6,250,0,0,0,0,0,0
7405,M07405,M,298.8,309.4,1914,64.5,224,1,0,0,0,1,0
7406,L07406,L,297.1,307.5,1402,22.7,217,0,0,0,0,0,0
7407,H07407,H,297.1,307.0,1770,58.0,202,0,0,0,0,0,0
7408,M07408,M,300.2,308.8,1380,39.8,30,0,0,0,0,0,0
7409,M07409,M,301.1,312.3,1214,38.2,133,0,0,0,0,0,0
7410,L07410,L,299.9,310.2,1168,45.9,29,0,0,0,0,0,0
7411,M07411,M,299.0,310.1,1561,30.6,110,0,0,0,0,0,0
7412,M07412,M,298.1,306.0,1732,47.9,44,0,0,0,0,0,0
7413,L07413,L,299.4,309.4,1270,48.6,121,0,0,0,0,0,0
7414,M07414,M,298.4,307.6,1325,40.1,173,0,0,0,0,0,0
7415,M07415,M,299.9,309.9,1577,42.5,216,0,0,0,0,0,0
7416,H07416,H,297.0,307.9,1499,59.3,25,0,0,0,0,0,0
7417,L07417,L,301.4,311.8,1383,46.5,226,0,0,0,0,0,0
7418,H07418,H,298.9,308.9,1244,32.2,53,0,0,0,0,0,0
7419,L07419,L,300.8,310.8,1562,47.5,239,0,0,0,0,0,0
7420,L07420,L,301.8,310.2,1631,34.6,122,0,0,0,0,0,0
7421,L07421,L,300.7,309.7,1598,32.7,14,0,0,0,0,0,0
7422,L07422,L,301.6,312.7,1505,45.1,200,0,0,0,0,0,0
7423,L07423,L,295.9,305.4,1289,29.9,12,0,0,0,0,0,0
7424,L07424,L,299.0,310.2,1563,40.5,159,0,0,0,0,0,0
7425,M07425,M,302.2,313.0,1548,46.7,205,0,0,0,0,0,0
7426,L07426,L,301.0,311.9,1237,59.1,117,0,0,0,0,0,0
7427,H07427,H,303.7,314.0,1440,46.4,177,0,0,0,0,0,0
7428,L07428,L,303.4,313.0,1573,25.3,145,0,0,0,0,0,0
7429,M07429,M,300.6,310.4,1484,26.9,21,0,0,0,0,0,0
7430,H07430,H,299.5,310.1,1168,57.3,180,0,0,0,0,0,0
7431,H07431,H,298.1,306.0,1372,33.7,246,0,0,0,0,0,0
7432,M07432,M,299.0,310.3,1359,24.8,90,0,0,0,0,0,0
7433,M07433,M,299.2,308.7,1612,30.0,35,0,0,0,0,0,0
7434,L07434,L,298.8,308.7,2020,47.9,65,0,0,0,0,0,0
7435,L07435,L,298.2,308.1,1527,41.1,161,0,0,0,0,0,0
7436,L07436,L,300.8,310.8,1260,46.5,249,1,0,0,0,1,0
7437,L07437,L,303.4,312.1,1468,39.7,205,0,0,0,0,0,0
7438,L07438,L,301.9,312.0,1502,29.0,198,0,0,0,0,0,0
7439,L07439,L,299.4,309.9,1651,22.1,91,0,0,0,0,0,0
7440,H07440,H,302.0,310.0,1748,31.7,159,0,0,0,0,0,0
7441,H07441,H,300.7,309.4,1778,41.2,107,0,0,0,0,0,0
7442,H07442,H,299.9,310.8,1607,28.2,20,0,0,0,0,0,0
7443,M07443,M,299.8,310.5,1500,49.8,127,0,0,0,0,0,0
7444,L07444,L,299.6,309.9,1797,30.0,139,0,0,0,0,0,0
7445,L07445,L,301.3,310.6,1430,23.5,214,0,0,0,0,0,0
7446,M07446,M,300.3,311.0,1511,40.0,196,0,0,0,0,0,0
7447,M07447,M,298.5,307.3,1451,47.6,118,0,0,0,0,0,0
7448,L07448,L,298.4,308.3,1168,54.9,126,0,0,0,0,0,0
7449,L07449,L,300.6,309.3,1754,23.9,201,0,0,0,0,0,0
7450,L07450,L,300.9,310.7,1635,54.2,73,0,0,0,0,0,0
7451,L07451,L,299.4,308.3,1168,41.9,91,0,0,0,0,0,0
7452,L07452,L,297.7,308.5,1700,33.8,229,0,0,0,0,0,0
7453,L07453,L,302.5,312.9,1439,46.8,192,0,0,0,0,0,0
7454,M07454,M,302.1,311.5,1698,53.6,242,0,0,0,0,0,0
7455,H07455,H,296.0,307.1,1515,23.2,227,0,0,0,0,0,0
7456,M07456,M,302.7,311.7,1229,35.7,196,0,0,0,0,0,0
7457,M07457,M,299.6,309.5,1505,34.6,69,0,0,0,0,0,0
7458,H07458,H,300.4,309.8,1320,46.3,137,0,0,0,0,0,0
7459,L07459,L,302.3,313.0,1255,54.6,105,0,0,0,0,0,0
7460,M07460,M,303.3,313.9,1673,40.7,102,0,0,0,0,0,0
7461,L07461,L,302.0,313.3,1578,37.1,197,0,0,0,0,0,0
7462,M07462,M,300.5,310.6,1800,44.5,101,0,0,0,0,0,0
7463,L07463,L,297.2,304.3,1421,37.7,37,0,0,0,0,0,0
7464,H07464,H,295.9,305.5,1307,18.3,93,0,0,0,0,0,0
7465,H07465,H,301.8,313.3,1628,45.2,209,0,0,0,0,0,0
7466,L07466,L,302.7,312.4,1333,49.9,128,0,0,0,0,0,0
7467,L07467,L,298.4,306.5,1438,50.7,3,0,0,0,0,0,0
7468,L07468,L,299.5,309.9,1605,28.4,158,0,0,0,0,0,0
7469,M07469,M,298.9,309.4,1475,46.1,47,0,0,0,0,0,0
7470,M07470,M,298.8,308.1,1402,55.3,30,0,0,0,0,0,0
7471,L07471,L,302.1,311.9,1219,65.3,77,0,0,0,0,0,0
7472,H07472,H,300.4,309.6,1687,44.8,200,0,0,0,0,0,0
7473,L07473,L,299.5,310.1,1426,49.8,13,0,0,0,0,0,0
7474,L07474,L,305.3,315.4,1624,30.1,52,0,0,0,0,0,0
7475,L07475,L,297.1,306.0,1597,28.8,51,0,0,0,0,0,0
7476,M07476,M,301.1,311.1,1718,49.9,211,0,0,0,0,0,0
7477,L07477,L,297.9,307.2,1453,19.6,63,0,0,0,0,0,0
7478,L07478,L,299.7,311.1,1430,41.6,147,0,0,0,0,0,0
7479,L07479,L,300.3,311.2,1278,54.3,32,0,0,0,0,0,0
7480,H07480,H,301.7,311.6,1391,47.1,205,0,0,0,0,0,0
7481,M07481,M,299.5,309.6,1568,47.1,69,0,0,0,0,0,0
7482,H07482,H,299.3,310.3,1337,39.5,122,0,0,0,0,0,0
7483,M07483,M,299.4,309.3,1563,35.9,87,0,0,0,0,0,0
7484,M07484,M,297.8,308.6,1793,61.5,169,0,0,0,0,0,0
7485,L07485,L,301.3,312.7,1411,52.3,65,0,0,0,0,0,0
7486,M07486,M,300.6,310.1,1237,48.5,3,0,0,0,0,0,0
7487,L07487,L,300.9,312.5,1417,40.3,133,0,0,0,0,0,0
7488,L07488,L,299.9,311.2,1215,34.2,247,0,0,0,0,0,0
7489,L07489,L,299.6,309.9,1767,50.8,210,0,0,0,0,0,0
7490,L07490,L,302.4,311.9,1517,36.9,251,0,0,0,0,0,0
7491,H07491,H,302.0,312.3,1354,40.8,118,0,0,0,0,0,0
7492,H07492,H,302.8,312.6,1388,46.2,149,0,0,0,0,0,0
7493,M07493,M,300.7,310.0,1264,42.1,205,0,0,0,0,0,0
7494,L07494,L,302.7,313.2,1702,55.5,85,0,0,0,0,0,0
7495,H07495,H,299.2,308.1,1867,26.8,34,0,0,0,0,0,0
7496,M07496,M,299.6,309.3,1201,40.7,46,0,0,0,0,0,0
7497,L07497,L,302.4,312.1,1709,61.4,244,0,0,0,0,0,0
7498,M07498,M,301.7,310.3,1451,49.0,203,0,0,0,0,0,0
7499,M07499,M,299.4,310.1,1753,38.0,76,0,0,0,0,0,0
7500,L07500,L,297.9,307.7,1168,48.0,198,0,0,0,0,0,0
7501,M07501,M,299.6,310.9,1545,39.5,181,0,0,0,0,0,0
7502,M07502,M,298.6,308.4,1418,54.7,122,0,0,0,0,0,0
7503,L07503,L,303.4,313.0,1632,48.2,6,0,0,0,0,0,0
7504,L07504,L,301.5,310.6,1512,31.3,184,0,0,0,0,0,0
7505,M07505,M,298.5,308.5,1504,42.4,76,0,0,0,0,0,0
7506,M07506,M,297.9,308.0,1479,44.2,72,0,0,0,0,0,0
7507,H07507,H,298.4,309.2,1812,44.7,138,0,0,0,0,0,0
7508,H07508,H,298.9,308.9,1465,43.2,72,0,0,0,0,0,0
7509,M07509,M,299.7,311.8,1673,45.6,184,0,0,0,0,0,0
7510,M07510,M,302.2,312.7,1626,44.2,77,0,0,0,0,0,0
7511,M07511,M,298.1,307.1,1678,32.8,207,0,0,0,0,0,0
7512,M07512,M,304.6,313.5,1297,35.4,114,0,0,0,0,0,0
7513,L07513,L,298.1,308.6,1641,37.5,131,0,0,0,0,0,0
7514,M07514,M,297.2,306.2,1567,41.0,12,0,0,0,0,0,0
7515,M07515,M,303.4,314.0,1262,37.5,8,0,0,0,0,0,0
7516,M07516,M,302.6,313.5,1458,51.0,57,0,0,0,0,0,0
7517,H07517,H,299.6,310.6,1959,30.4,93,0,0,0,0,0,0
7518,M07518,M,300.8,309.9,1422,22.7,48,0,0,0,0,0,0
7519,L07519,L,300.8,311.7,1426,59.7,127,0,0,0,0,0,0
7520,L07520,L,300.3,310.6,1590,31.8,152,0,0,0,0,0,0
7521,L07521,L,297.4,306.8,1392,51.0,203,0,0,0,0,0,0
7522,L07522,L,295.0,304.9,1528,46.1,130,0,0,0,0,0,0
7523,L07523,L,298.3,308.8,1410,32.2,93,0,0,0,0,0,0
7524,L07524,L,303.6,313.0,1580,38.7,234,0,0,0,0,0,0
7525,L07525,L,303.7,314.0,1488,37.2,110,0,0,0,0,0,0
7526,L07526,L,299.5,310.9,1890,43.6,71,0,0,0,0,0,0
7527,M07527,M,298.1,309.0,1509,32.3,22,0,0,0,0,0,0
7528,M07528,M,300.6,310.6,1455,38.2,50,0,0,0,0,0,0
7529,L07529,L,300.9,311.1,1706,39.6,175,0,0,0,0,0,0
7530,L07530,L,301.2,310.7,1222,51.0,50,0,0,0,0,0,0
7531,L07531,L,294.9,304.4,1838,35.9,92,0,0,0,0,0,0
7532,L07532,L,306.3,314.8,1302,30.2,7,1,0,1,0,0,0
7533,L07533,L,302.3,312.5,1738,34.6,96,0,0,0,0,0,0
7534,L07534,L,299.6,310.3,1791,43.7,164,0,0,0,0,0,0
7535,L07535,L,298.6,308.5,1395,22.3,55,0,0,0,0,0,0
7536,H07536,H,302.0,311.1,1414,52.0,6,0,0,0,0,0,0
7537,M07537,M,301.0,311.1,1478,40.2,214,0,0,0,0,0,0
7538,H07538,H,300.2,311.5,1624,44.3,187,0,0,0,0,0,0
7539,L07539,L,300.9,311.8,1300,42.2,251,0,0,0,0,0,0
7540,L07540,L,299.8,309.7,1478,33.3,34,0,0,0,0,0,0
7541,H07541,H,300.8,312.9,1437,29.2,176,0,0,0,0,0,0
7542,L07542,L,301.5,314.2,1270,33.0,65,0,0,0,0,0,0
7543,M07543,M,300.7,310.2,1291,24.9,130,0,0,0,0,0,0
7544,H07544,H,300.6,310.3,1526,43.5,194,0,0,0,0,0,0
7545,M07545,M,302.8,313.5,1522,38.4,46,0,0,0,0,0,0
7546,L07546,L,296.8,305.9,1347,24.7,118,0,0,0,0,0,0
7547,M07547,M,298.4,309.3,1516,33.8,71,0,0,0,0,0,0
7548,L07548,L,300.1,310.2,1371,46.5,39,0,0,0,0,0,0
7549,L07549,L,298.5,308.9,1761,52.9,183,0,0,0,0,0,0
7550,L07550,L,299.2,308.6,1479,27.2,65,0,0,0,0,0,0
7551,H07551,H,302.6,311.8,1720,61.6,139,0,0,0,0,0,0
7552,M07552,M,299.7,307.7,1168,30.4,178,0,0,0,0,0,0
7553,L07553,L,296.3,307.8,1565,23.0,112,0,0,0,0,0,0
7554,L07554,L,299.2,310.1,1619,57.6,34,0,0,0,0,0,0
7555,M07555,M,300.1,310.8,1472,29.6,6,0,0,0,0,0,0
7556,H07556,H,300.1,310.4,1392,55.2,102,0,0,0,0,0,0
7557,L07557,L,301.1,308.8,1469,33.4,251,0,0,0,0,0,0
7558,L07558,L,300.9,310.2,1648,37.1,246,0,0,0,0,0,0
7559,H07559,H,299.7,309.5,1258,26.9,118,0,0,0,0,0,0
7560,H07560,H,297.6,306.5,1640,52.8,110,0,0,0,0,0,0
7561,H07561,H,299.1,307.4,1564,51.4,168,0,0,0,0,0,0
7562,L07562,L,298.8,307.8,1448,33.4,211,0,0,0,0,0,0
7563,L07563,L,299.4,309.5,1456,39.3,146,0,0,0,0,0,0
7564,L07564,L,301.4,311.4,1512,46.6,183,0,0,0,0,0,0
7565,L07565,L,300.8,311.7,1832,35.3,6,0,0,0,0,0,0
7566,H07566,H,301.6,313.7,1570,53.6,227,1,1,0,0,0,0
7567,L07567,L,299.2,309.9,1311,38.9,136,0,0,0,0,0,0
7568,M07568,M,303.0,312.8,1413,34.8,128,0,0,0,0,0,0
7569,H07569,H,301.3,313.1,1271,24.2,60,1,0,0,1,0,0
7570,H07570,H,300.2,308.6,1168,27.1,39,1,0,1,0,0,0
7571,M07571,M,301.2,309.1,1268,45.9,96,0,0,0,0,0,0
7572,H07572,H,298.6,307.8,1524,42.4,238,0,0,0,0,0,0
7573,L07573,L,295.8,306.6,1755,48.2,141,0,0,0,0,0,0
7574,L07574,L,298.8,309.0,1699,34.4,104,0,0,0,0,0,0
7575,L07575,L,301.5,310.4,1269,23.6,35,0,0,0,0,0,0
7576,H07576,H,300.2,309.4,1340,35.0,21,0,0,0,0,0,0
7577,H07577,H,299.7,308.5,1312,60.4,158,0,0,0,0,0,0
7578,L07578,L,298.3,307.1,1168,30.4,242,0,0,0,0,0,0
7579,L07579,L,296.1,307.6,1466,39.6,113,0,0,0,0,0,0
7580,L07580,L,302.8,312.7,1661,15.9,60,0,0,0,0,0,0
7581,L07581,L,299.6,311.4,1450,34.8,95,0,0,0,0,0,0
7582,H07582,H,299.1,308.3,1246,35.9,134,0,0,0,0,0,0
